"Laikotarpis","Rodiklis","Administracinė teritorija","Gyvenamoji vietovė","Matavimo vienetai","Reikšmė"
"2015","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus m. sav.","Miestas ir kaimas","asmenys","57074"
"2016","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus m. sav.","Miestas ir kaimas","asmenys","56150"
"2017","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus m. sav.","Miestas ir kaimas","asmenys","54884"
"2018","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus m. sav.","Miestas ir kaimas","asmenys","53996"
"2019","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus m. sav.","Miestas ir kaimas","asmenys","53332"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus m. sav.","Miestas ir kaimas","asmenys","53066"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus m. sav.","Miestas ir kaimas","asmenys","52727"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus m. sav.","Miestas ir kaimas","asmenys","51793"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus m. sav.","Miestas ir kaimas","asmenys","51948"
"2024","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus m. sav.","Miestas ir kaimas","asmenys","51340"
"2025","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus m. sav.","Miestas ir kaimas","asmenys","50749"
"2004","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus r. sav.","Miestas ir kaimas","asmenys","31741"
"2005","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus r. sav.","Miestas ir kaimas","asmenys","31415"
"2006","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus r. sav.","Miestas ir kaimas","asmenys","30786"
"2007","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus r. sav.","Miestas ir kaimas","asmenys","30281"
"2008","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus r. sav.","Miestas ir kaimas","asmenys","29773"
"2009","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus r. sav.","Miestas ir kaimas","asmenys","29441"
"2010","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus r. sav.","Miestas ir kaimas","asmenys","29052"
"2011","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus r. sav.","Miestas ir kaimas","asmenys","28210"
"2012","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus r. sav.","Miestas ir kaimas","asmenys","27960"
"2013","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus r. sav.","Miestas ir kaimas","asmenys","27713"
"2014","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus r. sav.","Miestas ir kaimas","asmenys","27410"
"2015","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus r. sav.","Miestas ir kaimas","asmenys","27124"
"2016","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus r. sav.","Miestas ir kaimas","asmenys","26861"
"2017","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus r. sav.","Miestas ir kaimas","asmenys","26532"
"2018","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus r. sav.","Miestas ir kaimas","asmenys","26114"
"2019","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus r. sav.","Miestas ir kaimas","asmenys","26080"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus r. sav.","Miestas ir kaimas","asmenys","25729"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus r. sav.","Miestas ir kaimas","asmenys","25581"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus r. sav.","Miestas ir kaimas","asmenys","25429"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus r. sav.","Miestas ir kaimas","asmenys","25513"
"2024","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus r. sav.","Miestas ir kaimas","asmenys","25464"
"2025","Nuolatinių gyventojų skaičius metų pradžioje","Alytaus r. sav.","Miestas ir kaimas","asmenys","25371"
"2004","Nuolatinių gyventojų skaičius metų pradžioje","Druskininkų sav.","Miestas ir kaimas","asmenys","24665"
"2005","Nuolatinių gyventojų skaičius metų pradžioje","Druskininkų sav.","Miestas ir kaimas","asmenys","24252"
"2006","Nuolatinių gyventojų skaičius metų pradžioje","Druskininkų sav.","Miestas ir kaimas","asmenys","23865"
"2007","Nuolatinių gyventojų skaičius metų pradžioje","Druskininkų sav.","Miestas ir kaimas","asmenys","23469"
"2008","Nuolatinių gyventojų skaičius metų pradžioje","Druskininkų sav.","Miestas ir kaimas","asmenys","23187"
"2009","Nuolatinių gyventojų skaičius metų pradžioje","Druskininkų sav.","Miestas ir kaimas","asmenys","22954"
"2010","Nuolatinių gyventojų skaičius metų pradžioje","Druskininkų sav.","Miestas ir kaimas","asmenys","22656"
"2011","Nuolatinių gyventojų skaičius metų pradžioje","Druskininkų sav.","Miestas ir kaimas","asmenys","21876"
"2012","Nuolatinių gyventojų skaičius metų pradžioje","Druskininkų sav.","Miestas ir kaimas","asmenys","21495"
"2013","Nuolatinių gyventojų skaičius metų pradžioje","Druskininkų sav.","Miestas ir kaimas","asmenys","21310"
"2014","Nuolatinių gyventojų skaičius metų pradžioje","Druskininkų sav.","Miestas ir kaimas","asmenys","21135"
"2015","Nuolatinių gyventojų skaičius metų pradžioje","Druskininkų sav.","Miestas ir kaimas","asmenys","21043"
"2016","Nuolatinių gyventojų skaičius metų pradžioje","Druskininkų sav.","Miestas ir kaimas","asmenys","20779"
"2017","Nuolatinių gyventojų skaičius metų pradžioje","Druskininkų sav.","Miestas ir kaimas","asmenys","20632"
"2018","Nuolatinių gyventojų skaičius metų pradžioje","Druskininkų sav.","Miestas ir kaimas","asmenys","20288"
"2019","Nuolatinių gyventojų skaičius metų pradžioje","Druskininkų sav.","Miestas ir kaimas","asmenys","20195"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","Druskininkų sav.","Miestas ir kaimas","asmenys","20088"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","Druskininkų sav.","Miestas ir kaimas","asmenys","20049"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","Druskininkų sav.","Miestas ir kaimas","asmenys","19843"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","Druskininkų sav.","Miestas ir kaimas","asmenys","20094"
"2024","Nuolatinių gyventojų skaičius metų pradžioje","Druskininkų sav.","Miestas ir kaimas","asmenys","20097"
"2025","Nuolatinių gyventojų skaičius metų pradžioje","Druskininkų sav.","Miestas ir kaimas","asmenys","20081"
"2004","Nuolatinių gyventojų skaičius metų pradžioje","Lazdijų r. sav.","Miestas ir kaimas","asmenys","26221"
"2005","Nuolatinių gyventojų skaičius metų pradžioje","Lazdijų r. sav.","Miestas ir kaimas","asmenys","25694"
"2006","Nuolatinių gyventojų skaičius metų pradžioje","Lazdijų r. sav.","Miestas ir kaimas","asmenys","24977"
"2007","Nuolatinių gyventojų skaičius metų pradžioje","Lazdijų r. sav.","Miestas ir kaimas","asmenys","24430"
"2008","Nuolatinių gyventojų skaičius metų pradžioje","Lazdijų r. sav.","Miestas ir kaimas","asmenys","23902"
"2009","Nuolatinių gyventojų skaičius metų pradžioje","Lazdijų r. sav.","Miestas ir kaimas","asmenys","23507"
"2010","Nuolatinių gyventojų skaičius metų pradžioje","Lazdijų r. sav.","Miestas ir kaimas","asmenys","23078"
"2011","Nuolatinių gyventojų skaičius metų pradžioje","Lazdijų r. sav.","Miestas ir kaimas","asmenys","22509"
"2012","Nuolatinių gyventojų skaičius metų pradžioje","Lazdijų r. sav.","Miestas ir kaimas","asmenys","22064"
"2013","Nuolatinių gyventojų skaičius metų pradžioje","Lazdijų r. sav.","Miestas ir kaimas","asmenys","21735"
"2014","Nuolatinių gyventojų skaičius metų pradžioje","Lazdijų r. sav.","Miestas ir kaimas","asmenys","21390"
"2015","Nuolatinių gyventojų skaičius metų pradžioje","Lazdijų r. sav.","Miestas ir kaimas","asmenys","21001"
"2016","Nuolatinių gyventojų skaičius metų pradžioje","Lazdijų r. sav.","Miestas ir kaimas","asmenys","20688"
"2017","Nuolatinių gyventojų skaičius metų pradžioje","Lazdijų r. sav.","Miestas ir kaimas","asmenys","20151"
"2018","Nuolatinių gyventojų skaičius metų pradžioje","Lazdijų r. sav.","Miestas ir kaimas","asmenys","19501"
"2019","Nuolatinių gyventojų skaičius metų pradžioje","Lazdijų r. sav.","Miestas ir kaimas","asmenys","19096"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","Lazdijų r. sav.","Miestas ir kaimas","asmenys","18739"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","Lazdijų r. sav.","Miestas ir kaimas","asmenys","18247"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","Lazdijų r. sav.","Miestas ir kaimas","asmenys","17892"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","Lazdijų r. sav.","Miestas ir kaimas","asmenys","17599"
"2024","Nuolatinių gyventojų skaičius metų pradžioje","Lazdijų r. sav.","Miestas ir kaimas","asmenys","17201"
"2025","Nuolatinių gyventojų skaičius metų pradžioje","Lazdijų r. sav.","Miestas ir kaimas","asmenys","16949"
"2004","Nuolatinių gyventojų skaičius metų pradžioje","Varėnos r. sav.","Miestas ir kaimas","asmenys","30071"
"2005","Nuolatinių gyventojų skaičius metų pradžioje","Varėnos r. sav.","Miestas ir kaimas","asmenys","29427"
"2006","Nuolatinių gyventojų skaičius metų pradžioje","Varėnos r. sav.","Miestas ir kaimas","asmenys","28742"
"2007","Nuolatinių gyventojų skaičius metų pradžioje","Varėnos r. sav.","Miestas ir kaimas","asmenys","28099"
"2008","Nuolatinių gyventojų skaičius metų pradžioje","Varėnos r. sav.","Miestas ir kaimas","asmenys","27531"
"2009","Nuolatinių gyventojų skaičius metų pradžioje","Varėnos r. sav.","Miestas ir kaimas","asmenys","26931"
"2010","Nuolatinių gyventojų skaičius metų pradžioje","Varėnos r. sav.","Miestas ir kaimas","asmenys","26417"
"2011","Nuolatinių gyventojų skaičius metų pradžioje","Varėnos r. sav.","Miestas ir kaimas","asmenys","25506"
"2012","Nuolatinių gyventojų skaičius metų pradžioje","Varėnos r. sav.","Miestas ir kaimas","asmenys","24946"
"2013","Nuolatinių gyventojų skaičius metų pradžioje","Varėnos r. sav.","Miestas ir kaimas","asmenys","24562"
"2014","Nuolatinių gyventojų skaičius metų pradžioje","Varėnos r. sav.","Miestas ir kaimas","asmenys","24193"
"2015","Nuolatinių gyventojų skaičius metų pradžioje","Varėnos r. sav.","Miestas ir kaimas","asmenys","23863"
"2016","Nuolatinių gyventojų skaičius metų pradžioje","Varėnos r. sav.","Miestas ir kaimas","asmenys","23438"
"2017","Nuolatinių gyventojų skaičius metų pradžioje","Varėnos r. sav.","Miestas ir kaimas","asmenys","22840"
"2018","Nuolatinių gyventojų skaičius metų pradžioje","Varėnos r. sav.","Miestas ir kaimas","asmenys","22280"
"2019","Nuolatinių gyventojų skaičius metų pradžioje","Varėnos r. sav.","Miestas ir kaimas","asmenys","21756"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","Varėnos r. sav.","Miestas ir kaimas","asmenys","21419"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","Varėnos r. sav.","Miestas ir kaimas","asmenys","21137"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","Varėnos r. sav.","Miestas ir kaimas","asmenys","20746"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","Varėnos r. sav.","Miestas ir kaimas","asmenys","20466"
"2024","Nuolatinių gyventojų skaičius metų pradžioje","Varėnos r. sav.","Miestas ir kaimas","asmenys","20079"
"2025","Nuolatinių gyventojų skaičius metų pradžioje","Varėnos r. sav.","Miestas ir kaimas","asmenys","19769"
"2004","Nuolatinių gyventojų skaičius metų pradžioje","Kauno apskritis","Miestas ir kaimas","asmenys","682074"
"2005","Nuolatinių gyventojų skaičius metų pradžioje","Kauno apskritis","Miestas ir kaimas","asmenys","671923"
"2006","Nuolatinių gyventojų skaičius metų pradžioje","Kauno apskritis","Miestas ir kaimas","asmenys","658100"
"2007","Nuolatinių gyventojų skaičius metų pradžioje","Kauno apskritis","Miestas ir kaimas","asmenys","650408"
"2008","Nuolatinių gyventojų skaičius metų pradžioje","Kauno apskritis","Miestas ir kaimas","asmenys","643358"
"2009","Nuolatinių gyventojų skaičius metų pradžioje","Kauno apskritis","Miestas ir kaimas","asmenys","638385"
"2010","Nuolatinių gyventojų skaičius metų pradžioje","Kauno apskritis","Miestas ir kaimas","asmenys","629896"
"2011","Nuolatinių gyventojų skaičius metų pradžioje","Kauno apskritis","Miestas ir kaimas","asmenys","610225"
"2012","Nuolatinių gyventojų skaičius metų pradžioje","Kauno apskritis","Miestas ir kaimas","asmenys","599638"
"2013","Nuolatinių gyventojų skaičius metų pradžioje","Kauno apskritis","Miestas ir kaimas","asmenys","593829"
"2014","Nuolatinių gyventojų skaičius metų pradžioje","Kauno apskritis","Miestas ir kaimas","asmenys","588618"
"2015","Nuolatinių gyventojų skaičius metų pradžioje","Kauno apskritis","Miestas ir kaimas","asmenys","584772"
"2016","Nuolatinių gyventojų skaičius metų pradžioje","Kauno apskritis","Miestas ir kaimas","asmenys","579017"
"2017","Nuolatinių gyventojų skaičius metų pradžioje","Kauno apskritis","Miestas ir kaimas","asmenys","572374"
"2018","Nuolatinių gyventojų skaičius metų pradžioje","Kauno apskritis","Miestas ir kaimas","asmenys","566447"
"2019","Nuolatinių gyventojų skaičius metų pradžioje","Kauno apskritis","Miestas ir kaimas","asmenys","565545"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","Kauno apskritis","Miestas ir kaimas","asmenys","567106"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","Kauno apskritis","Miestas ir kaimas","asmenys","569571"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","Kauno apskritis","Miestas ir kaimas","asmenys","569566"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","Kauno apskritis","Miestas ir kaimas","asmenys","579903"
"2024","Nuolatinių gyventojų skaičius metų pradžioje","Kauno apskritis","Miestas ir kaimas","asmenys","585430"
"2025","Nuolatinių gyventojų skaičius metų pradžioje","Kauno apskritis","Miestas ir kaimas","asmenys","587511"
"2004","Nuolatinių gyventojų skaičius metų pradžioje","Birštono sav.","Miestas ir kaimas","asmenys","5240"
"2005","Nuolatinių gyventojų skaičius metų pradžioje","Birštono sav.","Miestas ir kaimas","asmenys","5120"
"2006","Nuolatinių gyventojų skaičius metų pradžioje","Birštono sav.","Miestas ir kaimas","asmenys","4971"
"2007","Nuolatinių gyventojų skaičius metų pradžioje","Birštono sav.","Miestas ir kaimas","asmenys","4901"
"2008","Nuolatinių gyventojų skaičius metų pradžioje","Birštono sav.","Miestas ir kaimas","asmenys","4861"
"2009","Nuolatinių gyventojų skaičius metų pradžioje","Birštono sav.","Miestas ir kaimas","asmenys","4771"
"2010","Nuolatinių gyventojų skaičius metų pradžioje","Birštono sav.","Miestas ir kaimas","asmenys","4679"
"2011","Nuolatinių gyventojų skaičius metų pradžioje","Birštono sav.","Miestas ir kaimas","asmenys","4593"
"2012","Nuolatinių gyventojų skaičius metų pradžioje","Birštono sav.","Miestas ir kaimas","asmenys","4532"
"2013","Nuolatinių gyventojų skaičius metų pradžioje","Birštono sav.","Miestas ir kaimas","asmenys","4472"
"2014","Nuolatinių gyventojų skaičius metų pradžioje","Birštono sav.","Miestas ir kaimas","asmenys","4399"
"2015","Nuolatinių gyventojų skaičius metų pradžioje","Birštono sav.","Miestas ir kaimas","asmenys","4414"
"2016","Nuolatinių gyventojų skaičius metų pradžioje","Birštono sav.","Miestas ir kaimas","asmenys","4380"
"2017","Nuolatinių gyventojų skaičius metų pradžioje","Birštono sav.","Miestas ir kaimas","asmenys","4318"
"2018","Nuolatinių gyventojų skaičius metų pradžioje","Birštono sav.","Miestas ir kaimas","asmenys","4249"
"2019","Nuolatinių gyventojų skaičius metų pradžioje","Birštono sav.","Miestas ir kaimas","asmenys","4199"
"2020","Nuolatinių gyventojų skaičius metų pradžioje","Birštono sav.","Miestas ir kaimas","asmenys","4153"
"2021","Nuolatinių gyventojų skaičius metų pradžioje","Birštono sav.","Miestas ir kaimas","asmenys","4128"
"2022","Nuolatinių gyventojų skaičius metų pradžioje","Birštono sav.","Miestas ir kaimas","asmenys","4081"
"2023","Nuolatinių gyventojų skaičius metų pradžioje","Birštono sav.","Miestas ir kaimas","asmenys","4123"
"2024","Nuolatinių gyventojų skaičius metų pradžioje","Birštono sav.","Miestas ir kaimas","asmenys","4089"
"2025","Nuolatinių gyventojų skaičius metų pradžioje","Birštono sav.","Miestas ir kaimas","asmenys","4101"
"2004","Nuolatinių gyventojų skaičius metų pradžioje","Jonavos r. sav.","Miestas ir kaimas","asmenys","51510"
"2005","Nuolatinių gyventojų skaičius metų pradžioje","Jonavos r. sav.","Miestas ir kaimas","asmenys","51218"
"2006","Nuolatinių gyventojų skaičius metų pradžioje","Jonavos r. sav.","Miestas ir kaimas","asmenys","50373"
"2007","Nuolatinių gyventojų skaičius metų pradžioje","Jonavos r. sav.","Miestas ir kaimas","asmenys","49589"
"2008","Nuolatinių gyventojų skaičius metų pradžioje","Jonavos r. sav.","Miestas ir kaimas","asmenys","49051"
"2009","Nuolatinių gyventojų skaičius metų pradžioje","Jonavos r. sav.","Miestas ir kaimas","asmenys","48792"
"2010","Nuolatinių gyventojų skaičius metų pradžioje","Jonavos r. sav.","Miestas ir kaimas","asmenys","48036"
"2011","Nuolatinių gyventojų skaičius metų pradžioje","Jonavos r. sav.","Miestas ir kaimas","asmenys","46653"
"2012","Nuolatinių gyventojų skaičius metų pradžioje","Jonavos r. sav.","Miestas ir kaimas","asmenys","45713"
"2013","Nuolatinių gyventojų skaičius metų pradžioje","Jonavos r. sav.","Miestas ir kaimas","asmenys","45166"
"2014","Nuolatinių gyventojų skaičius metų pradžioje","Jonavos r. sav.","Miestas ir kaimas","asmenys","44636"
